time,alt,pos_x_est,pos_y_est,vel_x_cmd,vel_y_cmd,target_visible,setpoint_x,raw_x,filtered_x,cmd_y
9.483425378799438,4.50700044631958,-105.32768502492762,-105.6813229844,0.13972048819880092,-0.141201106123786,1,320.0,221.0,214.67231497507237,-0.141201106123786
9.493732929229736,4.53000020980835,-104.55537209095931,-104.61641611990477,0.13669087092990492,-0.13915059402026295,1,320.0,221.0,215.4446279090407,-0.13915059402026295
9.503627300262451,4.53000020980835,-104.59748786504441,-104.65008172953976,0.13725452007011463,-0.1397241203884903,1,320.0,221.0,215.4025121349556,-0.1397241203884903
9.513605117797852,4.546000003814697,-104.63960363912952,-104.70211217230482,0.13784046716229423,-0.14029785733558808,1,320.0,221.0,215.36039636087048,-0.14029785733558808
9.523185729980469,4.546000003814697,-104.68171941321462,-104.73577778193982,0.13840454478276593,-0.14087180486155626,1,320.0,,215.31828058678536,-0.14087180486155626
9.53362226486206,4.569000244140625,-104.72383518729973,-104.79560993184242,0.13900032141230825,-0.1414459629663949,1,320.0,,215.27616481270027,-0.1414459629663949
9.543291330337524,4.569000244140625,-104.76595096138483,-104.82927554147741,0.13956486652157762,-0.14202033165010394,1,320.0,,215.23404903861518,-0.14202033165010394
9.554133653640747,4.583000183105469,-104.80806673546994,-104.878735136901,0.14014861171177045,-0.14259491091268342,1,320.0,,215.19193326453006,-0.14259491091268342
9.563752889633179,4.583000183105469,-104.85018250955504,-104.912400746536,0.14071357244706512,-0.14316970075413332,1,320.0,223.0,215.14981749044495,-0.14316970075413332
9.573328018188477,4.600000381469727,-103.83435285532835,-103.49798385168683,0.1366126421712427,-0.14036345751756096,1,320.0,223.0,216.16564714467165,-0.14036345751756096
9.583655595779419,4.600000381469727,-103.86944723136087,-103.5219123949176,0.13715896598509425,-0.1409249180049568,1,320.0,223.0,216.13055276863912,-0.1409249180049568
9.593047380447388,4.610000133514404,-103.90454160739338,-103.55697539100198,0.1377188264573505,-0.1414865539642328,1,320.0,223.0,216.09545839260662,-0.1414865539642328
9.603718996047974,4.610000133514404,-103.9396359834259,-103.58090393423277,0.13826544522889858,-0.14204836539538893,1,320.0,222.0,216.0603640165741,-0.14204836539538893
9.613041400909424,4.62000036239624,-103.2098518470909,-102.5181434836118,0.13532467970649506,-0.14017111292161918,1,320.0,222.0,216.7901481529091,-0.14017111292161918
