time,alt,pos_x_est,pos_y_est,vel_x_cmd,vel_y_cmd,target_visible,setpoint_x,raw_x,filtered_x,cmd_y
9.363011121749878,4.502000331878662,-100.69458342855395,-102.49494743527474,0.14002761720630524,-0.13352117684933598,1,320.0,,219.30541657144605,-0.13352117684933598
9.373507261276245,4.51800012588501,-100.73519744128038,-102.56862013504805,0.1406288675467085,-0.13407358965181407,1,320.0,,219.26480255871962,-0.13407358965181407
9.38308048248291,4.51800012588501,-100.7758114540068,-102.62369082020405,0.1412080708229967,-0.1346262055243558,1,320.0,,219.2241885459932,-0.1346262055243558
9.39459753036499,4.5410003662109375,-100.81642546673322,-102.70526447425146,0.14181948553022486,-0.1351790244669612,1,320.0,,219.18357453326678,-0.1351790244669612
9.403270721435547,4.5410003662109375,-100.85703947945964,-102.76033515940746,0.1423993720282091,-0.13573204647963022,1,320.0,226.0,219.14296052054036,-0.13573204647963022
9.413549423217773,4.556000232696533,-100.08342582574734,-102.1459644516284,0.1407879029185776,-0.133661675971433,1,320.0,226.0,219.91657417425267,-0.133661675971433
9.423116207122803,4.556000232696533,-100.1185650009642,-102.19641862317589,0.1413594300175505,-0.13420443580669802,1,320.0,226.0,219.8814349990358,-0.13420443580669802
9.433741092681885,4.576000213623047,-100.15370417618105,-102.26953830337746,0.14195852132530923,-0.13474737133783918,1,320.0,226.0,219.84629582381893,-0.13474737133783918
9.44377589225769,4.576000213623047,-100.1888433513979,-102.31999247492494,0.14253066629354086,-0.1352904825648564,1,320.0,226.0,219.8111566486021,-0.1352904825648564
9.453529119491577,4.587000370025635,-99.50726124565492,-101.65301410298602,0.1407691795743691,-0.1335270979399964,1,320.0,226.0,220.49273875434508,-0.1335270979399964
9.462997198104858,4.587000370025635,-99.53759034619112,-101.69857034872228,0.14133233992099625,-0.1340611808123708,1,320.0,226.0,220.4624096538089,-0.1340611808123708
9.473581075668335,4.600000381469727,-99.56791944672733,-101.75867695818143,0.14191326123713813,-0.13459541533024788,1,320.0,226.0,220.43208055327267,-0.13459541533024788
9.48385238647461,4.600000381469727,-99.59824854726354,-101.8042332039177,0.14247694989804124,-0.13512980149362766,1,320.0,225.0,220.40175145273645,-0.13512980149362766
9.493419885635376,4.6060004234313965,-99.10728233666656,-101.4303038744557,0.14167829716296573,-0.13398778480997678,1,320.0,225.0,220.89271766333343,-0.13398778480997678
9.503821611404419,4.6060004234313965,-99.13411679172737,-101.47300315666168,0.14223690131739622,-0.1345156567400084,1,320.0,225.0,220.86588320827263,-0.1345156567400084
9.513232469558716,4.611000061035156,-99.16095124678817,-101.5212606380592,0.14280241659826354,-0.1350436628423153,1,320.0,225.0,220.83904875321184,-0.1350436628423153
9.523692846298218,4.611000061035156,-99.18778570184898,-101.56395992026518,0.14336147553651202,-0.13557180311689754,1,320.0,,220.81221429815102,-0.13557180311689754
