time,alt,pos_x_est,pos_y_est,vel_x_cmd,vel_y_cmd,target_visible,setpoint_x,raw_x,filtered_x,cmd_y
9.033903360366821,4.50100040435791,-101.43609656763147,-103.52936163097132,0.14472237994495926,-0.13668673017979388,1,320.0,,218.56390343236853,-0.13668673017979388
9.043274641036987,4.517000198364258,-101.48428401368413,-103.61453719786279,0.1453426633112183,-0.13725197653512552,1,320.0,,218.51571598631585,-0.13725197653512552
9.053105354309082,4.517000198364258,-101.5324714597368,-103.68110219512825,0.1459409468189125,-0.13781746382768742,1,320.0,,218.4675285402632,-0.13781746382768742
9.063883781433105,4.5400004386901855,-101.58065890578946,-103.77418229554755,0.14657151385089343,-0.13838319205747954,1,320.0,,218.41934109421055,-0.13838319205747954
9.07348346710205,4.5400004386901855,-101.62884635184213,-103.840747292813,0.14717059558407605,-0.13894916122450196,1,320.0,224.0,218.37115364815787,-0.13894916122450196
9.083997011184692,4.555000305175781,-101.00032371421119,-102.85885955206376,0.14434785624868923,-0.13732900223113087,1,320.0,224.0,218.9996762857888,-0.13732900223113087
9.093406677246094,4.555000305175781,-101.0439413821079,-102.91822865484839,0.144933690315305,-0.13788656313951747,1,320.0,224.0,218.9560586178921,-0.13788656313951747
9.105098485946655,4.575000286102295,-101.08755905000461,-103.00027355757133,0.14554714556636042,-0.13844434213624354,1,320.0,224.0,218.91244094999539,-0.13844434213624354
9.11407470703125,4.575000286102295,-101.13117671790133,-103.05964266035596,0.14613368670300372,-0.13900233922130908,1,320.0,,218.86882328209867,-0.13900233922130908
9.12340760231018,4.587000370025635,-101.17479438579804,-103.132519004796,0.14673680091135574,-0.13956055439471415,1,320.0,,218.82520561420196,-0.13956055439471415
9.133856058120728,4.587000370025635,-101.21841205369475,-103.19188810758061,0.1473240032752352,-0.1401189876564587,1,320.0,,218.78158794630525,-0.1401189876564587
9.143221139907837,4.600000381469727,-101.26202972159146,-103.2658075740881,0.14792903567291463,-0.1406776390065427,1,320.0,,218.73797027840854,-0.1406776390065427
9.153964281082153,4.600000381469727,-101.30564738948817,-103.32517667687273,0.14851690447964055,-0.14123650844496619,1,320.0,224.0,218.69435261051183,-0.14123650844496619
9.163421154022217,4.6060004234313965,-100.67545777341181,-102.46666964241578,0.14613907705398263,-0.13962815360839798,1,320.0,224.0,219.3245422265882,-0.13962815360839798
9.173850774765015,4.6060004234313965,-100.71455709268804,-102.51983890409201,0.14671547936251458,-0.14017864557699292,1,320.0,224.0,219.28544290731196,-0.14017864557699292
